id,firstname,surname,birth_date,death_date,born_country,born_country_code,born_city,died_country,died_country_code,died_city,gender,award_year,category,overall_motivation,share,motivation,name,city,country,birth_year,age_at_award,decade,motivation_clean
87,Alfred,Kastler,1902-05-03,1984-01-07,Germany (now France),FR,Guebwiller,France,FR,Bandol,Male,1966,Physics,,1,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",École Normale Supérieure,Paris,France,1902,64,1960,for the discovery and development of optical methods for studying hertzian resonances in atoms
88,Hans,Bethe,1906-07-02,2005-03-06,Germany (now France),FR,Strasbourg,USA,US,Ithaca NY,Male,1967,Physics,,1,"""for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars""",Cornell University,Ithaca NY,USA,1906,61,1960,for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars
89,Luis,Alvarez,1911-06-13,1988-09-01,USA,US,San Francisco CA,USA,US,Berkeley CA,Male,1968,Physics,,1,"""for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",University of California,Berkeley CA,USA,1911,57,1960,for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis
90,Murray,Gell-Mann,1929-09-15,2019-05-24,USA,US,New York NY,USA,US,Santa Fe NM,Male,1969,Physics,,1,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",California Institute of Technology (Caltech),Pasadena CA,USA,1929,40,1960,for his contributions and discoveries concerning the classification of elementary particles and their interactions
91,Hannes,Alfvén,1908-05-30,1995-04-02,Sweden,SE,Norrköping,Sweden,SE,Djursholm,Male,1970,Physics,,2,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",Royal Institute of Technology,Stockholm,Sweden,1908,62,1970,for fundamental work and discoveries in magnetohydro dynamics with fruitful applications in different parts of plasma physics
92,Louis,Néel,1904-11-22,2000-11-17,France,FR,Lyon,France,FR,Brive-Corrèze,Male,1970,Physics,,2,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",University of Grenoble,Grenoble,France,1904,66,1970,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics
93,Dennis,Gabor,1900-06-05,1979-02-08,Hungary,HU,Budapest,United Kingdom,GB,London,Male,1971,Physics,,1,"""for his invention and development of the holographic method""",Imperial College,London,United Kingdom,1900,71,1970,for his invention and development of the holographic method
95,Leon N.,Cooper,1930-02-28,,USA,US,New York NY,,,,Male,1972,Physics,,3,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",Brown University,Providence RI,USA,1930,42,1970,for their jointly developed theory of superconductivity usually called the bcs theory
96,Robert,Schrieffer,1931-05-31,2019-07-27,USA,US,Oak Park IL,USA,US,Tallahassee FL,Male,1972,Physics,,3,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",University of Pennsylvania,Philadelphia PA,USA,1931,41,1970,for their jointly developed theory of superconductivity usually called the bcs theory
97,Leo,Esaki,1925-03-12,,Japan,JP,Osaka,,,,Male,1973,Physics,,4,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively""",IBM Thomas J. Watson Research Center,Yorktown Heights NY,USA,1925,48,1970,for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively
98,Ivar,Giaever,1929-04-05,,Norway,NO,Bergen,,,,Male,1973,Physics,,4,"""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively""",General Electric Company,Schenectady NY,USA,1929,44,1970,for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively
99,Brian D.,Josephson,1940-01-04,,United Kingdom,GB,Cardiff,,,,Male,1973,Physics,,2,"""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects""",University of Cambridge,Cambridge,United Kingdom,1940,33,1970,for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the josephson effects
100,Martin,Ryle,1918-09-27,1984-10-14,United Kingdom,GB,Brighton,United Kingdom,GB,Cambridge,Male,1974,Physics,,2,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars""",University of Cambridge,Cambridge,United Kingdom,1918,56,1970,for their pioneering research in radio astrophysics ryle for his observations and inventions in particular of the aperture synthesis technique and hewish for his decisive role in the discovery of pulsars
101,Antony,Hewish,1924-05-11,2021-09-13,United Kingdom,GB,Fowey,,,,Male,1974,Physics,,2,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars""",University of Cambridge,Cambridge,United Kingdom,1924,50,1970,for their pioneering research in radio astrophysics ryle for his observations and inventions in particular of the aperture synthesis technique and hewish for his decisive role in the discovery of pulsars
102,Aage N.,Bohr,1922-06-19,2009-09-08,Denmark,DK,Copenhagen,Denmark,DK,Copenhagen,Male,1975,Physics,,3,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",Niels Bohr Institute,Copenhagen,Denmark,1922,53,1970,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection
103,Ben R.,Mottelson,1926-07-09,2022-05-13,USA,US,Chicago IL,,,,Male,1975,Physics,,3,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",Nordita,Copenhagen,Denmark,1926,49,1970,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection
104,James,Rainwater,1917-12-09,1986-03-31,USA,US,Council ID,USA,US,Yonkers NY,Male,1975,Physics,,3,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",Columbia University,New York NY,USA,1917,58,1970,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection
105,Burton,Richter,1931-03-22,2018-07-18,USA,US,Brooklyn NY,USA,US,Stanford CA,Male,1976,Physics,,2,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",Stanford Linear Accelerator Center,Stanford CA,USA,1931,45,1970,for their pioneering work in the discovery of a heavy elementary particle of a new kind
106,Samuel C.C.,Ting,1936-01-27,,USA,US,Ann Arbor MI,,,,Male,1976,Physics,,2,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1936,40,1970,for their pioneering work in the discovery of a heavy elementary particle of a new kind
107,Philip W.,Anderson,1923-12-13,2020-03-29,USA,US,Indianapolis IN,USA,US,Princeton NJ,Male,1977,Physics,,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",Bell Telephone Laboratories,Murray Hill NJ,USA,1923,54,1970,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems
108,Sir Nevill F.,Mott,1905-09-30,1996-08-08,United Kingdom,GB,Leeds,United Kingdom,GB,Milton Keynes,Male,1977,Physics,,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",University of Cambridge,Cambridge,United Kingdom,1905,72,1970,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems
109,John H.,Van Vleck,1899-03-13,1980-10-27,USA,US,Middletown CT,USA,US,Cambridge MA,Male,1977,Physics,,3,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",Harvard University,Cambridge MA,USA,1899,78,1970,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems
110,Pyotr,Kapitsa,1894-07-09,1984-04-08,Russian Empire (now Russia),RU,Kronshtadt,USSR (now Russia),RU,Moscow,Male,1978,Physics,,2,"""for his basic inventions and discoveries in the area of low-temperature physics""",Academy of Sciences,Moscow,USSR (now Russia),1894,84,1970,for his basic inventions and discoveries in the area of low temperature physics
111,Arno,Penzias,1933-04-26,,Germany,DE,Munich,,,,Male,1978,Physics,,4,"""for their discovery of cosmic microwave background radiation""",Bell Laboratories,Holmdel NJ,USA,1933,45,1970,for their discovery of cosmic microwave background radiation
112,Robert Woodrow,Wilson,1936-01-10,,USA,US,Houston TX,,,,Male,1978,Physics,,4,"""for their discovery of cosmic microwave background radiation""",Bell Laboratories,Holmdel NJ,USA,1936,42,1970,for their discovery of cosmic microwave background radiation
113,Sheldon,Glashow,1932-12-05,,USA,US,New York NY,,,,Male,1979,Physics,,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",Harvard University Lyman Laboratory,Cambridge MA,USA,1932,47,1970,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current
114,Abdus,Salam,1926-01-29,1996-11-21,India (now Pakistan),PK,Jhang Maghiāna,United Kingdom,GB,Oxford,Male,1979,Physics,,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",International Centre for Theoretical Physics,Trieste,Italy,1926,53,1970,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current
115,Steven,Weinberg,1933-05-03,2021-07-23,USA,US,New York NY,USA,US,Austin TX,Male,1979,Physics,,3,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",Harvard University,Cambridge MA,USA,1933,46,1970,for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current
